Time (s), Cell Name, Value
134.36104, C045, 579.87
139.36704, C045, 739.6769
140.11794, C045, 891.1453
144.57328, C045, 563.8877
147.82718, C045, 572.4136
154.9357, C045, 538.6022
180.56642, C045, 605.6244
186.27326, C045, 579.9669
191.67974, C045, 600.4744
192.9813, C045, 500.1538
220.61442, C045, 553.6158
245.39412, C045, 714.2841
246.7958, C045, 921.9404
248.69808, C045, 1728.569
249.24874, C045, 1238.338
251.75174, C045, 568.6685
253.45378, C045, 830.0548
256.35726, C045, 533.2881
264.366859, C045, 516.042
264.96758, C045, 705.2283
279.18462, C045, 616.704
31.93828, C046, 426.692
46.95628, C046, 426.4457
51.96228, C046, 537.2161
62.42482, C046, 995.5594
64.37716, C046, 1398.391
66.78004, C046, 1527.457
82.04834, C046, 418.2335
192.9813, C046, 544.567
228.37372, C046, 397.1481
243.2916, C046, 1097.54
245.84466, C046, 1286.871
246.89592, C046, 867.7004
250.0497, C046, 427.2643
253.45378, C046, 1253.499
255.95678, C046, 1368.6
259.11056, C046, 1627.288
269.67322, C046, 1215.599
278.23348, C046, 408.5345
16.92028, C047, 698.6593
19.47334, C047, 716.431
61.97428, C047, 758.721
63.77644, C047, 785.0558
65.078, C047, 1063.16
82.69911999999999, C047, 1368.711
85.55253999999999, C047, 467.2663
108.68026, C047, 628.6135
152.08228, C047, 560.658
223.61802, C047, 457.6079
272.42652, C047, 1210.979
287.19422, C047, 745.2729
18.47214, C048, 643.1198
18.82256, C048, 620.957
22.17658, C048, 968.319
112.48482, C048, 1140.91
113.53608, C048, 905.6953
113.83644, C048, 2016.953
114.6374, C048, 1654.271
134.81158, C048, 600.4111
139.81758, C048, 1322.22
140.36824, C048, 1874.979
141.71986, C048, 1797.546
157.08828, C048, 768.5754
160.34218, C048, 632.4577
181.91804, C048, 718.3953
185.17194, C048, 745.886
203.19354, C048, 748.3821
204.69534, C048, 887.2805
216.10902, C048, 586.4127
222.91718, C048, 739.692
223.56796, C048, 592.6704
277.73288, C048, 621.776
301.41126, C048, 630.7337
312.6247, C048, 722.0374
63.87656, C049, 1863.754
66.42962, C049, 1533.535
68.43201999999999, C049, 769.6962
77.19252, C049, 1659.221
110.33224, C049, 1656.569
113.03548, C049, 1454.375
115.78878, C049, 1213
117.19046, C049, 343.5232
117.641, C049, 1715.387
119.29298, C049, 319.0051
119.74352, C049, 1283.691
122.09634, C049, 1410.5
123.69826, C049, 1391.113
124.69946, C049, 785.8967
125.15, C049, 955.1359
130.25612, C049, 1213.759
144.1728, C049, 1395.699
147.72706, C049, 992.5773
148.37784, C049, 406.4755
153.88444, C049, 1219.105
157.78912, C049, 1597.135
159.99176, C049, 416.1927
185.82272, C049, 707.0813
188.17554, C049, 969.6716
195.63448, C049, 1018.484
201.54156, C049, 865.5667
202.34252, C049, 545.4812
211.5035, C049, 534.0096
215.5083, C049, 1238.691
217.761, C049, 509.6235
222.81706, C049, 787.9805
224.41898, C049, 895.1517
246.84586, C049, 383.8544
258.45978, C049, 621.0022
259.410919, C049, 877.2761
260.161819, C049, 347.2159
260.312, C049, 792.9052
260.812599, C049, 679.89
261.86386, C049, 712.8306
263.26554, C049, 1068.132
264.71728, C049, 992.9766
265.768539, C049, 1065.736
267.0701, C049, 1324.521
268.5719, C049, 802.7568
271.67562, C049, 781.4725
273.37766, C049, 992.273
275.17982, C049, 1359.86
280.336, C049, 899.5007
281.73768, C049, 1164.332
286.49338, C049, 891.8625
291.19902, C049, 1084.852
293.75208, C049, 1236.156
306.26708, C049, 649.554
309.72122, C049, 515.5458
7.15858, C050, 1241.874
10.46254, C050, 1573.088
19.72364, C050, 1363.531
21.62592, C050, 1356.176
33.44008, C050, 554.1208
36.44368, C050, 885.1653
37.74524, C050, 868.3351
38.94668, C050, 941.455
78.54414, C050, 550.1692
130.456359, C050, 560.73
159.9417, C050, 541.4734
164.6974, C050, 704.1833
166.9501, C050, 508.8437
169.30292, C050, 728.0651
173.25766, C050, 892.9183
174.85958, C050, 509.1994
175.15994, C050, 477.9618
181.31732, C050, 1196.137
187.07422, C050, 856.9824
187.4747, C050, 890.7987
191.7298, C050, 522.3102
195.08382, C050, 734.3206
199.08862, C050, 651.3564
209.0005, C050, 732.8351
209.40098, C050, 531.1146
219.21274, C050, 650.9141
221.36532, C050, 1119.694
223.71814, C050, 851.0659
228.7742, C050, 1088.118
229.12462, C050, 637.2452
280.5863, C050, 775.5703
283.53984, C050, 749.5661
285.19182, C050, 473.9809
288.24548, C050, 748.8652
300.00958, C050, 564.8449
301.56144, C050, 605.5945
307.66876, C050, 1336.37
27.23264, C051, 868.6702
35.84296, C051, 1724.107
77.29264000000001, C051, 1434.278
134.81158, C051, 1253.994
149.87964, C051, 826.3338
290.29794, C051, 844.3266
0.15018, C052, 1799.567
9.611520000000001, C052, 695.9583
11.0132, C052, 2050.58
11.86422, C052, 2125.183
15.018, C052, 1969.774
16.36962, C052, 1015.689
17.2707, C052, 1610.667
17.92148, C052, 1181.354
18.57226, C052, 711.1322
27.533, C052, 789.1127
29.38522, C052, 2644.513
31.43768, C052, 1668.169
31.93828, C052, 935.1624
34.69158, C052, 2141.251
35.49254, C052, 871.7451
36.59386, C052, 846.9366
42.00034, C052, 1002.713
47.50694, C052, 1203.318
49.40922, C052, 1077.6
50.51054, C052, 1417.767
52.3127, C052, 1672.145
60.97308, C052, 1405.299
66.02914, C052, 796.4503
74.48927999999999, C052, 1827.504
77.19252, C052, 1294.996
80.096, C052, 907.5798
87.00427999999999, C052, 2110.519
87.50488, C052, 1362.325
87.90536, C052, 678.937
98.91856, C052, 866.3939
99.46922000000001, C052, 1195.188
100.17006, C052, 1341.687
110.28218, C052, 1845.04
111.33344, C052, 786.5941
112.23452, C052, 854.7771
113.58614, C052, 1839.547
120.94496, C052, 1320.563
123.3979, C052, 1464.316
131.45756, C052, 1246.745
133.359839, C052, 1411.016
133.9105, C052, 1610.194
134.6614, C052, 1141.253
135.86284, C052, 753.0098
142.72106, C052, 1119.87
147.82718, C052, 802.8326
148.4279, C052, 1267.055
149.4291, C052, 1892.958
154.9357, C052, 893.4092
156.73786, C052, 2617.544
159.74146, C052, 1223.589
160.14194, C052, 852.1639
164.4471, C052, 785.3372
167.50076, C052, 1307.972
170.25406, C052, 803.4486
170.60448, C052, 833.1164
171.7058, C052, 959.2498
173.60808, C052, 1266.373
181.86798, C052, 1139.963
183.11948, C052, 977.7894
195.78466, C052, 1342.919
204.54516, C052, 655.3247
206.39738, C052, 1140.547
207.09822, C052, 2256.09
210.45224, C052, 1192.946
210.95284, C052, 877.973
211.95404, C052, 879.7423
214.45704, C052, 658.8595
219.7634, C052, 2047.783
220.81466, C052, 1512.209
222.767, C052, 1401.522
236.5335, C052, 1552.595
239.73734, C052, 1499.865
261.0629, C052, 840.1691
263.816199, C052, 741.8602
266.21908, C052, 1399.155
82.599, C053, 860.1866
98.91856, C053, 616.9528
99.46922000000001, C053, 1426.793
105.97702, C053, 619.4626
106.3775, C053, 1301.943
114.33704, C053, 556.186
140.81878, C053, 773.0829
225.37012, C053, 617.6777
249.94958, C053, 594.1513
254.25474, C053, 1352.662
262.11416, C053, 579.8564
3.30396, C054, 1425.995
5.85702, C054, 1074.889
55.16612, C054, 830.8268
56.8181, C054, 909.9767
58.47008, C054, 1758.003
60.3223, C054, 994.6024
63.62626, C054, 1168.186
66.8301, C054, 914.3984
92.66106000000001, C054, 1343.341
94.11279999999999, C054, 868.3995
94.81364000000001, C054, 1080.89
96.56574000000001, C054, 1148.99
97.1164, C054, 1056.064
104.32504, C054, 1162.582
105.92696, C054, 1658.885
176.26126, C054, 790.9849
4.45534, C055, 1402.17
6.35762, C055, 924.7225
8.410080000000001, C055, 1408.69
9.86182, C055, 1538.514
20.22424, C055, 897.5818
21.2755, C055, 1181.27
23.67838, C055, 1582.571
27.33276, C055, 1324.285
29.98594, C055, 1327.63
37.14452, C055, 1798.976
38.09566, C055, 1086.479
39.64752, C055, 937.4488
45.10406, C055, 1422.834
49.35916, C055, 1506.132
50.51054, C055, 1268.945
52.0624, C055, 848.3633
68.48208, C055, 1141.592
69.48327999999999, C055, 961.7509
70.68472, C055, 1101.863
74.23898, C055, 1476.326
82.19852, C055, 995.9257
82.599, C055, 892.6351
83.50008, C055, 935.8263
86.15326, C055, 1155.046
88.40595999999999, C055, 1401.075
89.80764000000001, C055, 823.5378
99.01868, C055, 856.5256
104.07474, C055, 878.6621
105.72672, C055, 1270.866
108.02948, C055, 1486.59
110.98302, C055, 1013.723
112.43476, C055, 1268.712
114.03668, C055, 1030.802
115.83884, C055, 1052.895
119.6434, C055, 1564.04
124.34904, C055, 890.1841
132.95936, C055, 844.411
134.21086, C055, 1486.018
136.31338, C055, 953.6111
137.61494, C055, 1366.842
138.86644, C055, 879.2988
141.1692, C055, 811.7693
143.37184, C055, 1061.282
145.47436, C055, 1169.763
146.72586, C055, 1121.194
149.02862, C055, 1019.512
153.6842, C055, 894.6904
158.28972, C055, 458.0362
172.80712, C055, 942.2433
211.5035, C055, 914.5293
237.33446, C055, 1294.052
261.663619, C055, 1275.802
262.61476, C055, 576.4784
264.11656, C055, 830.6136
264.8174, C055, 615.9653
265.868659, C055, 1219.215
267.12016, C055, 609.9388
270.52424, C055, 1141.925
272.47658, C055, 1167.177
275.17982, C055, 1399.843
277.93312, C055, 1469.056
280.88666, C055, 922.6938
282.98918, C055, 1176.533
285.14176, C055, 864.5768
290.24788, C055, 918.527
299.80934, C055, 918.619
300.71042, C055, 602.1518
303.31354, C055, 844.636
304.91546, C055, 640.1252
306.21702, C055, 729.9406
14.0168, C056, 928.6676
16.7701, C056, 1119.45
18.72244, C056, 918.5795
28.13372, C056, 520.8264
32.73924, C056, 753.3081
164.59728, C056, 558.5624
167.75106, C056, 538.3625
186.82392, C056, 717.8285
194.38298, C056, 993.792
201.14108, C056, 1470.966
201.7418, C056, 857.5882
205.246, C056, 940.6534
227.17228, C056, 1716.17
282.13816, C056, 1039.03
308.66996, C056, 1829.507
0.30036, C057, 576.7635
4.95594, C057, 855.5108
33.490139, C057, 786.5512
35.74284, C057, 711.4628
50.46048, C057, 1405.115
71.53574, C057, 971.7258
73.23778, C057, 568.5786
77.89336, C057, 900.7438
78.5942, C057, 454.7834
83.19972, C057, 610.4634
86.15326, C057, 991.9607
110.3823, C057, 461.2621
112.23452, C057, 1140.765
114.58734, C057, 1289.934
116.23932, C057, 753.0068
120.8949, C057, 977.3301
133.61014, C057, 475.2638
133.960559, C057, 1034.02
134.61134, C057, 583.205
135.81278, C057, 1090.222
138.06548, C057, 1146.03
142.87124, C057, 1275.5
146.72586, C057, 726.9728
147.77712, C057, 506.456
149.47916, C057, 987.2003
154.9357, C057, 752.9863
159.6914, C057, 498.7236
160.34218, C057, 1374.573
170.35418, C057, 455.4775
171.75586, C057, 689.082
183.16954, C057, 718.116
185.42224, C057, 763.4766
187.92524, C057, 477.7054
204.54516, C057, 654.0565
211.90398, C057, 1286.003
222.81706, C057, 542.2344
231.07696, C057, 599.0621
236.5335, C057, 566.4533
240.23794, C057, 564.4465
248.09736, C057, 505.2639
263.76614, C057, 733.8975
273.02724, C057, 775.8564
275.8306, C057, 766.8671
292.20022, C057, 683.3378
295.8546, C057, 888.9098
300.8606, C057, 597.3027
3.65438, C058, 1335.02
6.40768, C058, 741.8143
8.71044, C058, 743.3248
14.0168, C058, 774.7349
20.67478, C058, 651.3835
21.0252, C058, 688.8209
23.42808, C058, 768.2818
24.07886, C058, 1063.561
24.97994, C058, 714.4717
45.5546, C058, 1528.29
49.10886, C058, 666.6152
128.6542, C058, 657.6729
130.05588, C058, 1140.363
141.6698, C058, 1826.905
153.6842, C058, 721.9342
162.54482, C058, 903.3535
162.89524, C058, 637.4325
165.74866, C058, 1173.628
177.2124, C058, 884.3202
189.17674, C058, 1092.523
206.54756, C058, 1079.976
207.34852, C058, 915.4202
216.85992, C058, 908.405
217.36052, C058, 691.097
218.11142, C058, 1148.203
221.0149, C058, 937.0948
225.92078, C058, 1094.62
228.2736, C058, 1279.632
228.92438, C058, 1020.026
231.67768, C058, 705.4344
234.33086, C058, 770.1656
236.0329, C058, 754.2382
239.18668, C058, 1036.268
2.10252, C059, 505.5459
2.40288, C059, 721.2494
4.5054, C059, 675.0253
8.61032, C059, 1623.591
12.91548, C059, 1148.591
16.16938, C059, 860.5098
20.97514, C059, 595.045
24.17898, C059, 477.0877
53.3139, C059, 913.8455
53.76444, C059, 583.184
54.8157, C059, 736.6978
55.5666, C059, 655.89
57.8193, C059, 859.7236
60.87296, C059, 1076.205
65.02794, C059, 907.624
84.3511, C059, 661.5831
84.95182, C059, 632.4767
90.30824, C059, 1076.634
95.76478, C059, 1168.716
97.21652, C059, 1084.694
100.8709, C059, 947.4642
102.623, C059, 854.4257
109.18086, C059, 1265.268
118.04148, C059, 886.2434
122.79718, C059, 701.8071
124.34904, C059, 569.4379
125.95096, C059, 707.8854
127.30258, C059, 679.3731
218.66208, C059, 1002.228
225.16988, C059, 600.7585
240.63842, C059, 735.5
242.49064, C059, 897.2114
243.59196, C059, 1009.75
251.0509, C059, 733.8517
257.458579, C059, 1043.043
260.01164, C059, 733.8509
288.99638, C059, 709.7479
2.95354, C060, 1499.001
6.45774, C060, 2387.354
8.30996, C060, 1004.556
9.41128, C060, 822.4313
11.46374, C060, 1061.16
17.07046, C060, 1330.804
20.07406, C060, 1098.905
22.72724, C060, 1504.102
23.2779, C060, 904.9333
28.48414, C060, 786.2993
29.7857, C060, 1814.735
37.2947, C060, 992.6511
42.551, C060, 1498.994
45.054, C060, 1186.329
51.86216, C060, 1569.691
52.71318, C060, 1656.175
57.21858, C060, 1625.823
61.5738, C060, 1566.576
62.87536, C060, 729.6046
66.93022000000001, C060, 1157.959
69.98388, C060, 1775.334
78.39396000000001, C060, 1795.032
79.64546, C060, 1514.078
82.34869999999999, C060, 1831.22
93.1116, C060, 1171.398
94.11279999999999, C060, 1531.379
95.31424, C060, 1257.252
98.16766, C060, 1914.942
100.77078, C060, 1825.208
124.99982, C060, 1578.255
156.63774, C060, 1581.764
186.9741, C060, 1216.044
188.57602, C060, 741.9955
196.78586, C060, 1670.26
197.4867, C060, 1301.607
201.94204, C060, 1232.437
203.84432, C060, 1562.676
210.90278, C060, 1543.115
216.2592, C060, 827.909
220.91478, C060, 808.2998
225.5203, C060, 957.4009
227.87312, C060, 1197.263
231.57756, C060, 1145.544
244.64322, C060, 1076.101
255.65642, C060, 865.3636
257.10816, C060, 821.8401
272.67682, C060, 1324.791
286.0929, C060, 1688.405
287.79494, C060, 1486.038
296.75568, C060, 1776.609
299.80934, C060, 1005.562
301.1109, C060, 771.5617
315.82854, C060, 1140.843
2.85342, C061, 920.6803
3.70444, C061, 987.1866
8.860620000000001, C061, 965.2502
11.56386, C061, 1147.492
105.02588, C061, 1306.001
183.9705, C061, 1273.837
186.27326, C061, 998.7057
241.43938, C061, 958.9085
303.6139, C061, 1306.193
306.6175, C061, 1731.546
8.410080000000001, C062, 782.6432
9.46134, C062, 601.39
53.41402, C062, 690.0718
90.65866, C062, 1791.818
153.73426, C062, 816.7466
193.03136, C062, 569.9844
25.68078, C063, 1208.575
30.2863, C063, 665.9874
32.438879, C063, 481.3014
39.44728, C063, 596.4256
93.41195999999999, C063, 795.258
98.66826, C063, 563.6412
102.67306, C063, 619.4568
124.69946, C063, 552.3159
127.60294, C063, 638.7932
145.02382, C063, 609.5946
145.47436, C063, 561.6498
148.37784, C063, 620.8428
150.4303, C063, 560.8851
153.63414, C063, 751.8678
167.85118, C063, 523.3175
191.07902, C063, 604.1974
199.03856, C063, 659.5167
229.32486, C063, 601.3136
237.43458, C063, 701.3586
251.70168, C063, 594.1931
269.67322, C063, 670.6974
272.37646, C063, 744.2953
52.21258, C064, 1055.104
57.11846, C064, 684.0471
59.12086, C064, 876.3422
63.52614, C064, 661.2032
67.88136, C064, 1045.679
74.73958, C064, 679.8398
77.94342, C064, 554.3719
114.93776, C064, 1173.45
118.09154, C064, 1144.08
120.09394, C064, 814.1824
125.75072, C064, 782.9861
127.30258, C064, 760.9753
129.45516, C064, 615.415
133.05948, C064, 713.983
135.81278, C064, 1093.826
137.31458, C064, 817.1578
137.81518, C064, 571.7746
139.51722, C064, 518.6912
142.9213, C064, 843.5035
149.72946, C064, 697.7426
152.13234, C064, 1049.956
153.58408, C064, 583.6516
155.03582, C064, 1091.983
172.50676, C064, 894.3679
175.81072, C064, 843.6019
186.12308, C064, 768.8555
188.02536, C064, 595.8348
196.38538, C064, 631.5707
220.21394, C064, 503.0058
236.68368, C064, 915.3295
239.63722, C064, 723.4862
241.48944, C064, 1194.701
244.7934, C064, 984.4676
252.70288, C064, 844.4128
253.95438, C064, 730.1115
258.0593, C064, 633.0402
260.61236, C064, 733.3668
261.86386, C064, 977.778
265.36806, C064, 836.3964
268.17142, C064, 851.286
270.324, C064, 561.892
271.27514, C064, 875.2727
273.37766, C064, 656.3179
274.92952, C064, 720.2539
292.30034, C064, 704.6999
298.95832, C064, 702.1804
19.7737, C065, 498.7665
21.32556, C065, 490.8388
22.97754, C065, 661.7701
23.7785, C065, 759.4203
26.13132, C065, 479.5171
78.04353999999999, C065, 730.8763
79.5954, C065, 1196.272
167.90124, C065, 637.1226
171.40544, C065, 542.0564
172.10628, C065, 710.1347
173.85838, C065, 614.0365
182.56882, C065, 631.769
186.07302, C065, 853.9775
196.58562, C065, 690.6261
200.59042, C065, 647.3213
205.84672, C065, 1150.446
216.5095, C065, 629.4997
231.47744, C065, 971.7358
295.55424, C065, 529.3606
302.46252, C065, 745.6372
313.22542, C065, 523.1799
315.72842, C065, 522.0109
15.5186, C066, 3268.173
23.42808, C066, 2246.793
50.16012, C066, 1668.296
54.96588, C066, 2862.343
100.82084, C066, 2247.031
133.05948, C066, 2312.804
136.76392, C066, 2852.408
143.4219, C066, 2397.778
147.62694, C066, 1951.564
151.98216, C066, 2357.736
175.9609, C066, 1804.186
192.88118, C066, 2546.644
206.9981, C066, 2616.482
286.74368, C066, 3074.057
291.49938, C066, 1851.069
23.17778, C067, 1856.161
28.38402, C067, 1700.032
29.83576, C067, 2819.462
44.65352, C067, 1673.809
45.054, C067, 1994.292
51.46168, C067, 1820.663
53.66432, C067, 2317.303
69.3331, C067, 2010.039
71.98627999999999, C067, 3552.134
79.89576, C067, 1848.513
88.50608, C067, 2450.237
96.01508, C067, 3222.366
99.66946, C067, 2894.252
101.72192, C067, 2299.424
104.6254, C067, 1944.659
109.73152, C067, 3342.137
113.18566, C067, 2189.623
114.08674, C067, 2081.436
116.68986, C067, 2707.554
125.75072, C067, 2471.258
135.61254, C067, 1838.543
137.21446, C067, 2910.951
142.12034, C067, 2463.852
143.97256, C067, 3025.777
147.47676, C067, 2117.481
151.28132, C067, 2593.435
158.08948, C067, 1964.201
168.00136, C067, 1835.966
172.05622, C067, 1990.524
174.2088, C067, 2656.655
176.31132, C067, 1700.822
199.18874, C067, 1996.57
234.23074, C067, 1827.244
238.7862, C067, 1578.283
260.912719, C067, 2056.283
262.11416, C067, 2383.168
264.51704, C067, 2772.767
267.87106, C067, 2076.072
271.27514, C067, 1973.445
274.47898, C067, 2193.448
278.3336, C067, 2645.772
282.98918, C067, 1667.429
291.54944, C067, 1742.624
304.76528, C067, 2094.781
313.6259, C067, 2433.95
15.06806, C068, 1290.674
18.12172, C068, 628.3932
21.07526, C068, 1500.183
22.0264, C068, 631.2303
39.84776, C068, 677.813
43.70238, C068, 528.4561
48.40802, C068, 1045.26
51.5618, C068, 1129.879
76.24138000000001, C068, 872.3228
160.14194, C068, 576.9703
160.89284, C068, 799.3777
170.10388, C068, 886.1006
173.85838, C068, 1021.823
180.216, C068, 972.8406
182.01816, C068, 587.3094
186.57362, C068, 1069.65
190.37818, C068, 810.1193
195.58442, C068, 871.9232
200.03976, C068, 928.8109
209.65128, C068, 839.6713
210.45224, C068, 1055.469
212.45464, C068, 1121.597
215.95884, C068, 1043.852
220.5143, C068, 861.5511
222.0161, C068, 684.8658
223.71814, C068, 907.4336
226.32126, C068, 1382.557
231.37732, C068, 1259.078
286.74368, C068, 620.3976
294.1025, C068, 593.1864
308.01918, C068, 528.4937
309.77128, C068, 922.0381
313.52578, C068, 628.2103
315.57824, C068, 568.961
6.90828, C069, 769.9535
7.30876, C069, 1028.524
11.11332, C069, 1304.412
14.21704, C069, 733.8329
19.57346, C069, 1625.056
23.17778, C069, 868.7047
31.33756, C069, 747.4788
31.5378, C069, 920.7995
33.89062, C069, 933.812
39.64752, C069, 1032.338
43.60226, C069, 935.9684
49.8097, C069, 1245.909
50.96108, C069, 1204.614
74.98988, C069, 898.9047
77.04234, C069, 985.0038
78.74438000000001, C069, 769.1256
111.08314, C069, 792.0059
111.93416, C069, 897.564
118.49202, C069, 798.9493
126.50162, C069, 1099.578
141.56968, C069, 968.0096
160.14194, C069, 827.7346
167.40064, C069, 1520.139
169.30292, C069, 770.3538
174.50916, C069, 995.9465
187.52476, C069, 831.1373
191.12908, C069, 955.2282
193.28166, C069, 1214.78
195.93484, C069, 1160.033
198.83832, C069, 1014.379
200.4903, C069, 1196.659
202.34252, C069, 882.9886
209.90158, C069, 1027.917
213.05536, C069, 768.9511
214.05656, C069, 907.967
224.56916, C069, 764.1472
226.17108, C069, 822.9164
230.42618, C069, 891.2871
272.3264, C069, 1277.752
283.23948, C069, 1101.462
284.54104, C069, 1153.384
292.95112, C069, 1045.26
307.16816, C069, 836.4392
309.17056, C069, 1711.01
311.92386, C069, 818.124
314.17656, C069, 728.5696
314.57704, C069, 797.2661
1.05126, C070, 1258.936
2.10252, C070, 1259.5
4.2551, C070, 857.2659
8.510199999999999, C070, 1261.428
20.67478, C070, 1044.104
24.2791, C070, 1730.432
28.73444, C070, 1041.804
29.83576, C070, 1074.029
49.8097, C070, 826.7148
52.11246, C070, 1063.249
53.01354, C070, 890.739
57.66912, C070, 1015.345
59.67152, C070, 941.4271
60.87296, C070, 973.694
62.8253, C070, 1184.215
79.94582, C070, 1458.186
81.3475, C070, 889.7484
83.19972, C070, 1147.229
89.00668, C070, 1020.988
90.3583, C070, 1203.078
92.36069999999999, C070, 1037.957
93.76237999999999, C070, 738.5931
94.96382, C070, 970.2634
96.1152, C070, 1382.32
97.46682, C070, 966.0629
98.66826, C070, 1218.755
102.72312, C070, 818.0015
105.17606, C070, 1524.269
108.98062, C070, 977.36
114.58734, C070, 1682.877
119.09274, C070, 1270.447
120.84484, C070, 1303.556
124.94976, C070, 998.7576
133.51002, C070, 1146.395
134.4111, C070, 925.916
135.51242, C070, 1145.978
136.86404, C070, 1133.52
138.06548, C070, 1108.889
139.1668, C070, 913.0106
141.11914, C070, 1035.818
143.32178, C070, 1068.755
144.97376, C070, 1157.223
146.07508, C070, 837.8959
148.82838, C070, 1375.27
150.33018, C070, 780.8445
152.73306, C070, 837.61
154.6854, C070, 1145.169
156.53762, C070, 1088.313
192.28046, C070, 733.3156
197.78706, C070, 853.83
207.54876, C070, 737.3419
211.10302, C070, 970.0692
217.06016, C070, 1295.907
218.56196, C070, 1003.693
225.0197, C070, 1168.521
232.17828, C070, 1596.881
238.88632, C070, 827.7581
239.58716, C070, 759.2687
245.64442, C070, 836.3849
249.59916, C070, 1571.166
252.00204, C070, 797.7673
253.85426, C070, 787.309
287.5947, C070, 1187.828
53.01354, C071, 1819.107
59.77164, C071, 2337.637
67.23058, C071, 1446.764
70.8349, C071, 1583.155
73.38796000000001, C071, 2266.875
80.19611999999999, C071, 1925
83.95062, C071, 2116.389
90.40836, C071, 2691.277
94.86369999999999, C071, 1516.163
101.07114, C071, 2896.804
107.32864, C071, 2221.344
127.4027, C071, 1547.657
232.07816, C071, 1677.977
256.056899, C071, 1497.2
0.35042, C072, 1100.952
1.45174, C072, 842.4669
14.06686, C072, 751.5063
14.41728, C072, 714.3928
16.16938, C072, 1009.401
21.22544, C072, 943.7355
22.07646, C072, 769.7787
28.08366, C072, 1160.343
32.73924, C072, 851.5475
36.59386, C072, 1094.634
38.94668, C072, 832.4974
42.20058, C072, 703.5903
43.00154, C072, 742.5687
43.65232, C072, 779.4285
50.91102, C072, 834.0902
70.18411999999999, C072, 819.6768
78.79443999999999, C072, 1172.106
89.50727999999999, C072, 913.8013
91.25937999999999, C072, 1023.726
92.96142, C072, 1012.074
95.46442, C072, 1045.174
96.76598, C072, 869.309
116.28938, C072, 861.9166
121.74592, C072, 776.447
123.3979, C072, 767.6691
140.06788, C072, 703.4548
147.77712, C072, 1678.192
148.9285, C072, 1224.932
151.53162, C072, 1202.344
157.78912, C072, 1659.136
164.89764, C072, 1107.175
167.35058, C072, 803.2877
174.55922, C072, 1023.699
175.36018, C072, 722.4688
186.57362, C072, 1295.728
202.89318, C072, 817.7697
204.7454, C072, 806.7528
211.85392, C072, 806.5405
230.62642, C072, 777.7629
2.35282, C073, 1797.1
3.20384, C073, 1715.379
4.2551, C073, 1263.786
7.05846, C073, 2240.227
8.71044, C073, 1656.698
11.36362, C073, 1946.848
13.06566, C073, 1758.423
15.5186, C073, 1807.999
17.87142, C073, 1657.098
20.07406, C073, 2340.652
23.17778, C073, 1412.246
24.32916, C073, 2012.647
28.48414, C073, 1994.408
30.5366, C073, 1663.119
32.48894, C073, 1721.294
37.34476, C073, 2304.054
42.95148, C073, 2399.442
47.95748, C073, 1950.879
52.36276, C073, 1950.673
53.46408, C073, 1517.644
57.76924, C073, 1848.248
60.97308, C073, 1924.521
72.13646, C073, 2159.208
79.69552, C073, 1925.679
80.84690000000001, C073, 1416.833
82.0984, C073, 1203.617
84.00068, C073, 1538.377
89.80764000000001, C073, 2250.112
94.31304, C073, 2008.317
97.41676, C073, 2126.013
104.97582, C073, 1750.021
107.17846, C073, 1664.516
109.93176, C073, 1497.405
115.93896, C073, 1595.582
124.3991, C073, 2182.056
126.35144, C073, 1367.415
142.12034, C073, 2276.882
145.97496, C073, 1819.298
149.12874, C073, 1212.725
150.73066, C073, 1526.343
158.33978, C073, 1373.385
165.74866, C073, 1732.022
168.10148, C073, 1606.947
172.10628, C073, 1750.84
175.86078, C073, 1292.325
188.17554, C073, 1626.822
203.89438, C073, 1831.601
205.84672, C073, 1193.165
223.5179, C073, 1478.538
225.16988, C073, 1838.387
228.2736, C073, 1534.153
232.12822, C073, 1736.921
238.68608, C073, 1830.846
259.310799, C073, 1449.037
262.01404, C073, 2385.261
264.76734, C073, 1565.297
266.76974, C073, 1265.04
269.87346, C073, 1585.297
289.04644, C073, 1788.682
29.7857, C074, 556.1635
29.88582, C074, 761.5001
30.48654, C074, 602.9999
53.71438, C074, 554.3827
137.1644, C074, 550.088
151.33138, C074, 642.8779
170.30412, C074, 530.794
221.71574, C074, 727.9092
222.11622, C074, 872.3629
229.17468, C074, 1046.67
229.67528, C074, 1216.132
242.39052, C074, 596.5709
262.26434, C074, 643.8281
154.38504, C075, 866.053
164.59728, C075, 1388.326
176.4615, C075, 704.627
178.01336, C075, 910.8806
193.53196, C075, 632.1622
217.36052, C075, 670.1288
217.66088, C075, 761.5708
218.5119, C075, 793.1343
220.41418, C075, 761.0921
225.42018, C075, 612.1152
230.87672, C075, 645.4282
233.68008, C075, 1673.175
233.98044, C075, 678.5226
258.3096, C075, 630.5192
259.511039, C075, 1001.078
260.51224, C075, 717.4505
261.36326, C075, 786.6528
265.16782, C075, 726.3553
270.324, C075, 827.5267
271.37526, C075, 900.7502
281.73768, C075, 887.5032
287.94512, C075, 737.5417
292.6007, C075, 983.7033
303.31354, C075, 978.0347
306.16696, C075, 691.6823
306.41726, C075, 726.7488
307.71882, C075, 646.2523
315.82854, C075, 824.9598
87.55494, C076, 865.9534
159.79152, C076, 724.0294
41.19938, C077, 1338.488
64.77764000000001, C077, 1039.848
71.13526, C077, 1003.823
108.22972, C077, 1173.961
